sample_id,defense,defense_params,threshold,similarity_after_attack,mean_similarity,embedding_std,is_static,reject_reason,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success,defense_time_sec
vf_54c2d66704ac,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.4710516,0.36697268,0.00518506,True,static_image,False,False,False,False,0.896031
vf_4e7e4e82c77e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.38553023,0.23568575,0.00662679,True,static_image,False,False,False,False,0.966568
vf_d10f9693dc4f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.73116088,0.63973264,0.0066263,True,static_image,True,False,False,True,0.998835
vf_55533266ecd5,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.69456941,0.6121223,0.00608564,True,static_image,True,False,False,True,1.064523
vf_5cd9fd7e47e8,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59839737,0.48185374,0.00525356,True,static_image,True,False,False,True,1.143707
vf_ec206adff666,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.67741048,0.55547574,0.00572944,True,static_image,True,False,False,True,0.918637
vf_bbeaebe04885,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.76400495,0.70978675,0.00544508,True,static_image,True,False,False,True,0.805529
vf_7652d6a8e675,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.51003885,0.4157546,0.00557933,True,static_image,True,False,False,True,0.851532
vf_f6bada306d92,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.49414748,0.43183306,0.00514622,True,static_image,True,False,False,True,0.879475
vf_53873bf16646,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.78419292,0.70232515,0.00637859,True,static_image,True,False,False,True,0.805465
vf_5a83e8acf964,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.44419223,0.38301877,0.00454558,True,static_image,False,False,False,False,0.901114
vf_05ba8a308d75,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.73503917,0.66550974,0.00482924,True,static_image,True,False,False,True,0.909225
vf_b4ebef03d306,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.73903334,0.6288968,0.00693451,True,static_image,True,False,False,True,1.128582
vf_e220046b18ce,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.56719261,0.45088341,0.00670987,True,static_image,True,False,False,True,0.969697
vf_6e30a0127ed0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.42853504,0.32160111,0.00534918,True,static_image,False,False,False,False,1.131055
vf_a979d26e1a66,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.37494484,0.29263785,0.00616726,True,static_image,False,False,False,False,0.840209
vf_2bdece140a8f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.66562909,0.59054529,0.00547535,True,static_image,True,False,False,True,0.888135
vf_3ea6819ccdfe,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.56291711,0.46048892,0.00492581,True,static_image,True,False,False,True,0.86775
vf_ec311dd6967c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.6745736,0.58271601,0.00574021,True,static_image,True,False,False,True,0.802282
vf_e7897ae417d0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.45378464,0.37325723,0.00477948,True,static_image,False,False,False,False,0.918156
vf_44fcd2d6e120,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.69437557,0.60553221,0.00440796,True,static_image,True,False,False,True,1.31449
vf_369a060108c8,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.57746184,0.48740855,0.00648132,True,static_image,True,False,False,True,0.927322
vf_e4724842b3b3,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.60832047,0.53074358,0.00537609,True,static_image,True,False,False,True,0.857739
vf_018e3df2e135,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.65958399,0.57671187,0.00505127,True,static_image,True,False,False,True,0.808221
vf_7b46e66fb249,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.73266679,0.6398828,0.00536969,True,static_image,True,False,False,True,1.032692
vf_a034b22c4586,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.82533801,0.75886609,0.00522396,True,static_image,True,False,False,True,0.944995
vf_10244b48ba4d,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.36965066,0.24177935,0.00711813,True,static_image,False,False,False,False,0.930689
vf_d12e13d84c24,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.65506887,0.58815952,0.00577331,True,static_image,True,False,False,True,0.923458
vf_189241d1fe52,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.37350142,0.29814926,0.0041478,True,static_image,False,False,False,False,0.8725
vf_5eefde1bcecb,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.39909858,0.28341445,0.00535384,True,static_image,False,False,False,False,0.884877
vf_c563ee357bd2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.51734263,0.40626939,0.0054592,True,static_image,True,False,False,True,0.872734
vf_695ced84ba67,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.68722934,0.63006308,0.00423576,True,static_image,True,False,False,True,0.838795
vf_fe96e4dc637f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64093357,0.55589915,0.0058633,True,static_image,True,False,False,True,0.864717
vf_a067ba70aba2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.3681502,0.27647489,0.00554261,True,static_image,False,False,False,False,0.804488
vf_c99f6339f4b2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.75582576,0.63243557,0.00589633,True,static_image,True,False,False,True,0.803766
vf_8adc8a6b5049,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64851952,0.57129088,0.00445998,True,static_image,True,False,False,True,0.966359
vf_f00d3e666fd4,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.35518622,0.29904296,0.00340491,True,static_image,False,False,False,False,0.946559
vf_1c39a9c85e88,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.68728435,0.56924558,0.00693479,True,static_image,True,False,False,True,0.828316
vf_f81d7e10cf7e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54272401,0.41183827,0.00625148,True,static_image,True,False,False,True,0.872736
vf_ed0789be4f11,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54841822,0.45114544,0.00539036,True,static_image,True,False,False,True,0.925981
vf_ab989c444985,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.70715392,0.58550568,0.00684572,True,static_image,True,False,False,True,0.80405
vf_d78ccb964c5d,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.60361546,0.5378899,0.0046696,True,static_image,True,False,False,True,0.886094
vf_005a59c31dd2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.43157098,0.32655199,0.00459667,True,static_image,False,False,False,False,0.911459
vf_0a3f1a68dcb2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64810842,0.53163791,0.00592999,True,static_image,True,False,False,True,0.905575
vf_d5c09a946d99,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.5710457,0.44609347,0.00592757,True,static_image,True,False,False,True,0.930066
vf_df4a6b5a2944,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.51019263,0.43194336,0.00490468,True,static_image,True,False,False,True,0.907963
vf_55221d8a3d2e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.50362885,0.41062434,0.00652182,True,static_image,True,False,False,True,1.243718
vf_28b6df51a2aa,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.79111671,0.69867765,0.00513789,True,static_image,True,False,False,True,0.900144
vf_ae41a277e9a0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.49264327,0.39989892,0.00437118,True,static_image,True,False,False,True,0.916689
vf_dbdb717f5df6,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.65513808,0.52179993,0.00637126,True,static_image,True,False,False,True,0.983334
vf_d5f84f559f80,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.60476285,0.54337355,0.0036931,True,static_image,True,False,False,True,1.083684
vf_a732bd6e8c7c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64980322,0.51969166,0.00589514,True,static_image,True,False,False,True,0.95622
vf_543c2289bc82,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.63414782,0.52714152,0.00498971,True,static_image,True,False,False,True,0.895607
vf_1da9500923a0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.53175527,0.41204615,0.00671355,True,static_image,True,False,False,True,0.91004
vf_e22515667bcb,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54738182,0.47678155,0.00464125,True,static_image,True,False,False,True,0.972072
vf_4a34c041687a,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48719561,0.34695211,0.00628775,True,static_image,True,False,False,True,1.155851
vf_b6ab7e6f8ead,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.53262955,0.46766009,0.00482848,True,static_image,True,False,False,True,0.836678
vf_a96c278b9663,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62790024,0.52854024,0.0051999,True,static_image,True,False,False,True,1.019397
vf_a8d0dc97dd40,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.8707397,0.7865145,0.00651789,True,static_image,True,False,False,True,1.121434
vf_d5f53c32936c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59837377,0.50412024,0.00572194,True,static_image,True,False,False,True,1.025258
vf_23dba30d5fa4,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.72498983,0.60834239,0.00664881,True,static_image,True,False,False,True,0.818018
vf_f8cbca7fab7c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.55340886,0.43965362,0.00593106,True,static_image,True,False,False,True,0.932379
vf_aa28d8c1c38b,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.5675382,0.44314921,0.00637764,True,static_image,True,False,False,True,0.794556
vf_04d0d58268c4,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.43169305,0.27259326,0.00645843,True,static_image,False,False,False,False,0.848974
