sample_id,defense,defense_params,threshold,similarity_after_attack,mean_similarity,raw_mean_similarity,std_similarity,n_accepted,accept_rate,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success,defense_time_sec
vf_41d07a4257d6,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.52429014,0.39527088,0.38732304,0.0328687,0,0.0,True,False,False,True,3.704263
vf_d8af3b18e907,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.46197733,0.33015031,0.32047408,0.02481202,0,0.0,False,False,False,False,3.943679
vf_d4a4df257b90,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.47845125,0.40106219,0.39654326,0.01752085,0,0.0,False,False,False,False,3.736698
vf_922f98628366,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.42300171,0.32200348,0.31613359,0.02782294,0,0.0,False,False,False,False,4.093487
vf_45c024f9f2db,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.59601438,0.49518508,0.48785592,0.02180745,33,0.66,True,True,True,False,3.62889
vf_b67eae4dddb8,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.50815326,0.38213187,0.377485,0.03016299,0,0.0,True,False,False,True,3.67987
vf_f4ee66182b4f,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.73281974,0.60045618,0.58949335,0.02370395,50,1.0,True,True,True,False,3.811236
vf_54c2d66704ac,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.4710516,0.35490021,0.34989377,0.02408533,0,0.0,False,False,False,False,3.895808
vf_4e7e4e82c77e,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.38553023,0.30074233,0.29513459,0.0335537,0,0.0,False,False,False,False,3.81566
vf_d10f9693dc4f,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.73116088,0.63811737,0.62517388,0.02526125,50,1.0,True,True,True,False,3.780195
vf_55533266ecd5,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.69456941,0.60116458,0.59409165,0.01669572,50,1.0,True,True,True,False,3.905256
vf_5cd9fd7e47e8,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.59839737,0.510764,0.502891,0.01986888,43,0.86,True,True,True,False,4.482444
vf_ec206adff666,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.67741048,0.50628263,0.49397947,0.03031698,33,0.66,True,True,True,False,4.160367
vf_bbeaebe04885,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.76400495,0.64647228,0.63904591,0.02000064,50,1.0,True,True,True,False,3.605212
vf_7652d6a8e675,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.51003885,0.41887477,0.41351097,0.02219454,1,0.02,True,False,False,True,4.332215
vf_f6bada306d92,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.49414748,0.38045293,0.3722085,0.02592145,0,0.0,True,False,False,True,4.174855
vf_53873bf16646,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.78419292,0.68941385,0.67347633,0.028664,50,1.0,True,True,True,False,4.121247
vf_5a83e8acf964,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.44419223,0.30771849,0.30135464,0.0291264,0,0.0,False,False,False,False,4.247499
vf_05ba8a308d75,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.73503917,0.64067489,0.63415448,0.02018547,50,1.0,True,True,True,False,3.657056
vf_b4ebef03d306,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.73903334,0.58439779,0.56873461,0.02952876,50,1.0,True,True,True,False,3.868725
vf_e220046b18ce,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.56719261,0.41594455,0.40894336,0.02557613,1,0.02,True,False,False,True,3.574063
vf_6e30a0127ed0,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.42853504,0.33275729,0.32873878,0.02516225,0,0.0,False,False,False,False,4.135919
vf_a979d26e1a66,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.37494484,0.26964808,0.26645398,0.01846791,0,0.0,False,False,False,False,4.201101
vf_2bdece140a8f,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.66562909,0.58522373,0.57977204,0.01753768,50,1.0,True,True,True,False,4.065809
vf_3ea6819ccdfe,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.56291711,0.42936996,0.42475053,0.01660484,0,0.0,True,False,False,True,3.995714
vf_ec311dd6967c,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.6745736,0.58193266,0.57179625,0.02190908,50,1.0,True,True,True,False,4.031171
vf_e7897ae417d0,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.45378464,0.34688219,0.33983985,0.02532631,0,0.0,False,False,False,False,3.927026
vf_44fcd2d6e120,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.69437557,0.60536522,0.59558211,0.02257817,50,1.0,True,True,True,False,3.980538
vf_369a060108c8,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.57746184,0.48522049,0.47529376,0.02764231,26,0.52,True,True,True,False,3.947573
vf_e4724842b3b3,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.60832047,0.50106758,0.49586871,0.01867831,41,0.82,True,True,True,False,3.976585
vf_018e3df2e135,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.65958399,0.54243755,0.52825799,0.02934762,47,0.94,True,True,True,False,4.03351
vf_7b46e66fb249,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.73266679,0.62235582,0.60869798,0.03499278,50,1.0,True,True,True,False,4.022106
vf_a034b22c4586,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.82533801,0.74821258,0.72924207,0.02140563,50,1.0,True,True,True,False,4.044499
vf_10244b48ba4d,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.36965066,0.13918006,0.13589546,0.0355687,0,0.0,False,False,False,False,3.964003
vf_d12e13d84c24,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.65506887,0.53529954,0.52522804,0.02534974,49,0.98,True,True,True,False,3.983056
vf_189241d1fe52,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.37350142,0.31320286,0.31027739,0.02254526,0,0.0,False,False,False,False,4.016391
vf_5eefde1bcecb,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.39909858,0.26616424,0.26326345,0.0237415,0,0.0,False,False,False,False,4.035665
vf_c563ee357bd2,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.51734263,0.35775074,0.34752329,0.03621818,0,0.0,True,False,False,True,3.998962
vf_695ced84ba67,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.68722934,0.56093383,0.55030247,0.02648784,50,1.0,True,True,True,False,3.939723
vf_fe96e4dc637f,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.64093357,0.53822058,0.52933143,0.0280894,45,0.9,True,True,True,False,3.955289
vf_a067ba70aba2,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.3681502,0.20757218,0.20197269,0.03795469,0,0.0,False,False,False,False,3.978814
vf_c99f6339f4b2,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.75582576,0.63158321,0.61472919,0.03110163,50,1.0,True,True,True,False,4.626387
vf_8adc8a6b5049,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.64851952,0.51253772,0.50192368,0.02370461,40,0.8,True,True,True,False,4.696956
vf_f00d3e666fd4,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.35518622,0.26498026,0.26202823,0.01826325,0,0.0,False,False,False,False,4.283585
vf_1c39a9c85e88,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.68728435,0.51398236,0.50320643,0.03006561,40,0.8,True,True,True,False,4.142623
vf_f81d7e10cf7e,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.54272401,0.34669864,0.33799189,0.02319267,0,0.0,True,False,False,True,4.320727
vf_ed0789be4f11,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.54841822,0.41499943,0.41022119,0.0201607,0,0.0,True,False,False,True,4.11147
vf_ab989c444985,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.70715392,0.56590223,0.55410127,0.02947081,49,0.98,True,True,True,False,4.055619
vf_d78ccb964c5d,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.60361546,0.48436648,0.47807483,0.02184941,24,0.48,True,True,True,False,4.583719
vf_005a59c31dd2,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.43157098,0.31518084,0.31070367,0.03002351,0,0.0,False,False,False,False,4.472754
vf_0a3f1a68dcb2,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.64810842,0.54403424,0.53334227,0.0265487,49,0.98,True,True,True,False,3.762778
vf_d5c09a946d99,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.5710457,0.40932152,0.40024343,0.03735029,0,0.0,True,False,False,True,3.87615
vf_df4a6b5a2944,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.51019263,0.41297823,0.40924415,0.02012481,0,0.0,True,False,False,True,4.068307
vf_55221d8a3d2e,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.50362885,0.38470298,0.37854628,0.02485226,0,0.0,True,False,False,True,4.2454
vf_28b6df51a2aa,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.79111671,0.69421983,0.67698991,0.02878647,50,1.0,True,True,True,False,4.163697
vf_ae41a277e9a0,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.49264327,0.34357452,0.33762172,0.03163455,0,0.0,True,False,False,True,4.165588
vf_dbdb717f5df6,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.65513808,0.55193299,0.53951495,0.03268888,49,0.98,True,True,True,False,4.857861
vf_d5f84f559f80,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.60476285,0.55240649,0.54657259,0.01711182,50,1.0,True,True,True,False,4.507935
vf_a732bd6e8c7c,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.64980322,0.52212322,0.51286628,0.02828218,43,0.86,True,True,True,False,4.699167
vf_543c2289bc82,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.63414782,0.53854316,0.52933948,0.03007533,48,0.96,True,True,True,False,4.962321
vf_1da9500923a0,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.53175527,0.38919726,0.38198286,0.02820707,0,0.0,True,False,False,True,7.6106
vf_e22515667bcb,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.54738182,0.47210506,0.46393637,0.02130169,9,0.18,True,False,False,True,4.315931
vf_4a34c041687a,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.48719561,0.27843881,0.27078161,0.03758281,0,0.0,True,False,False,True,5.439061
vf_b6ab7e6f8ead,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.53262955,0.45346531,0.44547373,0.0215115,4,0.08,True,False,False,True,5.011223
vf_a96c278b9663,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.62790024,0.51770377,0.50945469,0.02369047,45,0.9,True,True,True,False,6.319838
vf_a8d0dc97dd40,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.8707397,0.78121406,0.75812041,0.03172427,50,1.0,True,True,True,False,5.744329
vf_d5f53c32936c,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.59837377,0.5016402,0.49414587,0.0207142,37,0.74,True,True,True,False,8.008083
vf_23dba30d5fa4,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.72498983,0.62743819,0.61439718,0.03130589,50,1.0,True,True,True,False,8.145967
vf_f8cbca7fab7c,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.55340886,0.47516245,0.46708487,0.02687025,17,0.34,True,False,False,True,7.257236
vf_aa28d8c1c38b,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.5675382,0.42044497,0.41147434,0.03244392,1,0.02,True,False,False,True,6.447063
vf_04d0d58268c4,randomized_smoothing,"{""n_samples"": 50, ""sigma"": 0.05}",0.47966246581077576,0.43169305,0.25470775,0.24373538,0.05326111,0,0.0,False,False,False,False,7.21082
